	x	y	theta	v	a	sigma	omega	t
0	-5.3731343283582	9.72636815920399	2.60578141562933	-9.999091956393153e-09	-1.0000000099779873	-0.7481042763721412	-0.04503139045060391	0.042097996347711074
1	-5.373134327995145	9.726368158989217	2.6057814157695303	-0.04209800681427488	-1.0000000099775255	-0.7500000076828622	-2.7403809868935344e-08	0.08419599269542215
2	-5.371610457529023	9.725463360901038	2.606371063682312	-0.08419600360477558	-1.0000000099770443	-0.7500000088365076	-9.122539880581924e-09	0.12629398904313321
3	-5.368561650466134	9.723655562348325	2.6075503593695246	-0.1262940003873627	-1.000000009976542	-0.7500000092205483	-4.5379929576018255e-09	0.1683919853908443
4	-5.363985245341506	9.720949259678669	2.6093193028310546	-0.1683919971660372	-1.0000000099760176	-0.7500000094115887	-2.7036991445829826e-09	0.21048998173855538
5	-5.35787699845222	9.717351655699893	2.611677894066841	-0.21048999394237072	-1.0000000099754693	-0.7500000095254091	-1.7844638332865287e-09	0.25258797808626643
6	-5.350231104582987	9.712872671843494	2.6146261330768445	-0.25258799071714094	-1.0000000099748956	-0.7500000096005315	-1.2599587715153192e-09	0.2946859744339775
7	-5.341040225773796	9.707524964885398	2.618164019861037	-0.29468598749078895	-1.0000000099742947	-0.7500000096535732	-9.311554353417705e-10	0.33678397078168854
8	-5.3302955281977775	9.701323948106149	2.6222915544193963	-0.33678398426358863	-1.0000000099736646	-0.7500000096927729	-7.11156147664157e-10	0.3788819671293996
9	-5.31798672723539	9.694287816738788	2.6270087367519035	-0.3788819810357215	-1.000000009973003	-0.7500000097227113	-5.56363607214477e-10	0.42097996347711064
10	-5.304102140848203	9.686437577518674	2.632315566858543	-0.4209799778073139	-1.0000000099723076	-0.750000009746133	-4.4294042530116933e-10	0.4630779598248217
11	-5.288628751371776	9.677797082114783	2.638212044739299	-0.46307797457845684	-1.0000000099715756	-0.75000000976478	-3.569675994657845e-10	0.5051759561725327
12	-5.2715522758620965	9.668393064186752	2.6446981703941588	-0.5051759713492181	-1.0000000099708042	-0.7500000097798075	-2.8985668331367557e-10	0.5472739525202438
13	-5.252857245143785	9.658255179775994	2.651773943823108	-0.5472739681196492	-1.00000000996999	-0.7500000097920099	-2.360659647453252e-10	0.5893719488679549
14	-5.232527091720285	9.647416050702388	2.6594393650261328	-0.5893719648897902	-1.0000000099691295	-0.7500000098019478	-1.9120365934421603e-10	0.6314699452156659
15	-5.210544246716688	9.635911310600608	2.6676944340032205	-0.6314699616596722	-1.0000000099682183	-0.750000009809997	-1.5538825954086104e-10	0.673567941563377
16	-5.186890246034163	9.623779653191633	2.676539150754356	-0.67356795842932	-1.0000000099672521	-0.7500000098165386	-1.2270197458947187e-10	0.715665937911088
17	-5.161545845901235	9.61106288234574	2.6859735152795263	-0.715665955198754	-1.0000000099662256	-0.7500000098217041	-9.448440932865103e-11	0.7577639342587991
18	-5.134491148010921	9.597805963453041	2.6959975275787156	-0.7577639519679895	-1.000000009965133	-0.7500000098256818	-6.899448408814659e-11	0.7998619306065101
19	-5.105705734434037	9.584057075576505	2.7066111876519074	-0.7998619487370395	-1.0000000099639677	-0.7500000098285863	-4.5355956002833867e-11	0.8419599269542212
20	-5.0751688124973	9.569867663820373	2.717814495499084	-0.8419599455059141	-1.0000000099627222	-0.7500000098304958	-2.2916995258453963e-11	0.8840579233019322
21	-5.04285936981026	9.555292491304039	2.7296074511202257	-0.884057942274621	-1.0000000099613877	-0.7500000098314605	-9.752977887587668e-13	0.9261559196496433
22	-5.008756339617062	9.540389690087698	2.741990054515311	-0.9261559390431662	-1.0000000099599546	-0.7500000098315016	2.103438697630416e-11	0.9682539159973543
23	-4.972838776637587	9.525220810351787	2.754962305684315	-0.9682539358115538	-1.0000000099584114	-0.7500000098306161	4.369242865553045e-11	1.0103519123450655
24	-4.935086043547224	9.509850867087057	2.7685242046272114	-1.0103519325797867	-1.000000009956745	-0.7500000098287767	6.76406779314698e-11	1.0524499086927765
25	-4.89547800822519	9.494348383506708	2.7826757513439677	-1.052449929347866	-1.0000000099549395	-0.7500000098259292	9.358737289503666e-11	1.0945479050404876
26	-4.853995251877801	9.47878543034602	2.7974169458345477	-1.094547926115791	-1.0000000099529776	-0.7500000098219893	1.223737037141658e-10	1.1366459013881987
27	-4.810619288114927	9.463237660168934	2.812747788098909	-1.1366459228835608	-1.000000009950837	-0.7500000098168377	1.5503832225783288e-10	1.1787438977359097
28	-4.765332793025067	9.447784335754953	2.8286682781370023	-1.1787439196511718	-1.000000009948493	-0.7500000098103109	1.92907981804687e-10	1.2208418940836208
29	-4.718119846256587	9.432508351594027	2.8451784159487667	-1.2208419164186193	-1.0000000099459143	-0.7500000098021898	2.377368615721963e-10	1.2629398904313318
30	-4.668966183069552	9.417496247471854	2.86227820153413	-1.262939913185897	-1.0000000099430644	-0.7500000097921816	2.9189703901919653e-10	1.3050378867790429
31	-4.617859457274035	9.402838213083745	2.879967634893004	-1.3050379099529965	-1.0000000099398976	-0.7500000097798932	3.5776853343651675e-10	1.347135883126754
32	-4.564789514916495	9.388628082571993	2.89824671602528	-1.3471359067199076	-1.0000000099363582	-0.7500000097648319	4.436935788351263e-10	1.389233879474465
33	-4.509748678515675	9.374963317840244	2.9171154449308205	-1.3892339034866166	-1.000000009932376	-0.7500000097461533	5.51335174099703e-10	1.431331875822176
34	-4.452732041583174	9.361944979458709	2.9365738216094472	-1.4313319002531073	-1.0000000099278623	-0.7500000097229432	0.008305075702321928	1.473429872169887
35	-4.393737773091436	9.34967768393704	2.9566218460609313	-1.4734298970193591	-1.0000000099227033	-0.7496503826763594	0.5000000027184811	1.5155278685175981
36	-4.332767431472851	9.33826954610755	2.9772450557788583	-1.5155278937853471	-1.000000009916761	-0.7286013843880558	0.5000000060801296	1.5576258648653092
