	x	y	theta	v	a	sigma	omega	t
0	-0.547263681592035	15.1990049751244	-1.78946527266884	0.00010000999876798257	1.000000009977873	-0.6709428328493204	0.0512267786280852	0.057694750826753655
1	-0.5472649332923792	15.19899934247186	-1.7894669084578705	0.058494703148401966	1.000000009977042	-0.6679873166207156	0.4999992215097211	0.11538950165350731
2	-0.5479970436872769	15.195704871142178	-1.7904178694052775	0.11618945458540073	1.0000000099761466	-0.6391399861221414	0.49999973856289376	0.17308425248026096
3	-0.5494574747325571	15.18916236829902	-1.792197194533388	0.1738842060047027	1.0000000099755477	-0.6102926257923131	0.4999998681291637	0.23077900330701462
4	-0.5516605121621275	15.1793750406713	-1.7947029333123286	0.23157895741974788	1.0000000099749184	-0.5814452579871908	0.49999992062142956	0.2884737541337683
5	-0.5546271695161376	15.16634767208379	-1.7978390970808888	0.28927370883216097	1.0000000099742563	-0.5525978871535402	0.499999947191235	0.346168504960522
6	-0.5583839456114211	15.150086413456968	-1.8015148885623817	0.34696846024277705	1.0000000099735584	-0.523750514786951	0.49999996253383283	0.40386325578727567
7	-0.5629616630759218	15.130598591860263	-1.8056440305509784	0.40466321165208124	1.0000000099728221	-0.4949031415351741	0.49999997219484965	0.46155800661402935
8	-0.5683943770400341	15.10789252715965	-1.8101441772883646	0.46235796306037985	1.0000000099720439	-0.46605576772600704	0.49999997865553497	0.519252757440783
9	-0.5747183445263073	15.08197734750961	-1.8149363950117896	0.520052714467878	1.00000000997122	-0.437208393544092	0.49999998316431177	0.5769475082675367
10	-0.5819710462768257	15.052862797149725	-1.8199447005064842	0.5777474658747195	1.0000000099703465	-0.4083610191020439	0.499999986405445	0.6346422590942904
11	-0.5901902537303468	15.020559031782865	-1.825095648374074	0.6354422172810084	1.0000000099694184	-0.3795136444729991	0.4999999887788089	0.6923370099210441
12	-0.599413134632531	14.985076398326095	-1.8303179592363308	0.6931369686868222	1.0000000099684305	-0.35066626970702347	0.4999999905294552	0.7500317607477978
13	-0.6096753913537135	14.94642519710679	-1.8355421823084102	0.7508317200922195	1.000000009967377	-0.32181889484004444	0.49999999181239846	0.8077265115745514
14	-0.6210104264187831	14.90461542568019	-1.84070038675744	0.8085264714972458	1.0000000099662507	-0.29297151989904613	0.4999999927245858	0.8654212624013051
15	-0.6334485300397925	14.859656504414563	-1.8457258770571705	0.8662212229019358	1.0000000099650441	-0.2641241449054192	0.4999999933333044	0.9231160132280588
16	-0.6470160845989698	14.811556984862444	-1.8505529281931306	0.923915974306317	1.000000009963748	-0.23527676987667231	0.499999993674111	0.9808107640548125
17	-0.661734781071174	14.760324242741358	-1.855116537093251	0.9816107257104103	1.000000009962352	-0.2064293948282626	0.49999999375928117	1.038505514881566
18	-0.6776208423124984	14.705964158111472	-1.8593521870779672	1.0393054771142318	1.0000000099608444	-0.17758201977493904	0.499999993582921	1.0962002657083196
19	-0.6946842479865415	14.648480786084425	-1.863195622458288	1.0970002285177938	1.0000000099592108	-0.14873464473179052	0.4999999931135792	1.1538950165350732
20	-0.7129279556619694	14.587876022150104	-1.8665826306734736	1.1546949799211041	1.0000000099574349	-0.11988726971572067	0.499999992284785	1.2115897673618268
21	-0.732347112304058	14.524149266987964	-1.869448829561991	1.2123897313241685	1.000000009955497	-0.09103989474746806	0.49999999097070863	1.2692845181885803
22	-0.7529282500086192	14.457297096460044	-1.871729457508051	1.2700844827269884	1.0000000099533741	-0.06219251985503097	0.49999998892291464	1.326979269015334
23	-0.7746484593991481	14.387312943387498	-1.873359164307106	1.3277792341295636	1.0000000099510382	-0.03334514508074114	0.49999998564994597	1.3846740198420875
24	-0.7974745336381764	14.314186798717861	-1.8742718006512888	1.3854739855318898	1.0000000099484554	-0.004497770495284779	0.49999997997915335	1.442368770668841
25	-0.8213620755042029	14.237904940824993	-1.874400204152554	1.4431687369339607	1.0000000099455846	0.024349603762996174	0.4999999683702819	1.5000635214955946
26	-0.846254559471041	14.158449702980372	-1.8736759797989704	1.5008634883357663	1.000000009942374	0.05319697735150566	0.4999999331428854	1.5577582723223482
27	-0.8720823402150489	14.07579929052987	-1.872029272679688	1.5585582397372928	1.0000000099387603	0.08204434890757865	-0.05409510536710139	1.6154530231491018
28	-0.8987615984901387	13.989927661046554	-1.8693885307308498	1.6162529911385217	1.0000000099346629	0.07892334528247676	-0.4999999446193921	1.6731477739758553
29	-0.9261932148806515	13.90080448275561	-1.8667546498170748	1.67394774253943	1.0000000099299795	0.05007597306426944	-0.499999979837589	1.730842524802609
30	-0.9543608294402756	13.808425398709712	-1.8650259770545816	1.7316424939399877	1.0000000099245745	0.021228598814156018	-0.49999999145248064	1.7885372756293625
31	-0.9833340361946588	13.712812123268566	-1.8642684065093094	1.7893372453401566	1.0000000099182682	-0.007618776106076858	-0.4999999971592728	1.846232026456116
32	-1.0131977146276736	13.613990558768915	-1.8645493144957888	1.8470319967398883	1.0000000099108144	-0.03646615135556304	-0.5000000005089087	1.9039267772828696
33	-1.0440529604737294	13.511991290480392	-1.865937780289718	1.9047267481391188	1.000000009901869	-0.06531352679830718	-0.5000000026753675	1.9616215281096232
34	-1.076018030708054	13.406850206603314	-1.8685048179977704	1.9624214995377651	1.0000000098909356	-0.09416090236604639	-0.5000000041693897	2.019316278936377
35	-1.1092293003217533	13.298609265230347	-1.8723236219427033	2.020116250935714	1.0000000098772683	-0.12300827801998482	-0.5000000052447743	2.077011029763131
36	-1.143842226844763	13.187317432649028	-1.877469828104002	2.0778110023328096	1.0000000098596964	-0.1518556537359695	-0.5000000060445434	2.1347057805898846
37	-1.1800323164573085	13.073031820093588	-1.884021794402472	2.135505753728829	1.000000009836268	-0.18070302949809905	-0.5000000066521988	2.1924005314166384
38	-1.2179960827936074	12.955819049079329	-1.8920609029237265	2.193200505123435	1.0000000098034703	-0.2095504052952897	-0.5000000071213929	2.250095282243392
39	-1.2579519860487238	12.835756878781261	-1.9016718875472989	2.2508952565160887	1.0000000097542776	-0.23839778111955315	-0.5000000074875444	2.307790033070146
40	-1.300141335578896	12.712936132551004	-1.9129431908957586	2.308590007905845	1.0000000096722972	-0.26724515696494444	-0.5000000077748044	2.3654847838968998
41	-1.3448291336291454	12.587462964587306	-1.9259673550550207	2.3662847592908127	1.0000000095083514	-0.2960925328269121	-0.500000007999278	2.4231795347236535
42	-1.3923048308775323	12.459461511948556	-1.9408414511597971	2.4239795106662636	1.0000000090165497	-0.32493990870183354	-0.5000000081719884	2.4808742855504073
43	-1.442882955848521	12.32907698145146	-1.9576675537076413	2.481674262013282	0.3176331064328297	-0.3537872845867221	-0.500000008299711	2.538569036377161
44	-1.4969035695511557	12.196479225424715	-1.976553266387255	2.5000000249432524	2.2337081009822197e-14	-0.3826346604789819	-0.5000000083845494	2.596263787203915
45	-1.5538359356460834	12.063953821021219	-1.997285819461325	2.5000000249432532	2.666517525069708e-13	-0.4114820363761382	-0.5000000084269228	2.6539585380306687
46	-1.6135034594584443	11.932637166618289	-2.0197658757264776	2.500000024943269	5.683360831290829e-13	-0.4403294122757402	-0.500000008422333	2.7116532888574225
47	-1.6761076644783872	11.8026949077673	-2.0440380066973196	2.5000000249433016	9.344225337367457e-13	-0.46917678817507724	-0.5000000083564716	2.7693480396841763
