	x	y	theta	v	a	sigma	omega	t
0	-3.43283582089552	5.29850746268657	-1.83561365670069	0.00010000999748899507	1.0000000099602668	-0.00293216209864961	0.00014223251445062886	0.06492083532525317
1	-3.432837520258277	5.298501196286018	-1.8356136634999038	0.13988795170521737	1.0000000099591524	-0.002922928245001064	0.022401826348437275	0.12984167065050634
2	-3.435214485630887	5.289736136710051	-1.8356231438804347	0.20480878777027323	1.0000000099579738	-0.0014685829656492504	0.00960603253511926	0.1947625059757595
3	-3.4386947025427372	5.276903318807646	-1.8356301177441101	0.2697296237879573	1.000000009956725	-0.0008449513093077488	0.006120753847661168	0.25968334130101267
4	-3.4432782057593894	5.260002752011155	-1.835635402032377	0.33465045978978253	1.0000000099553998	-0.0004475868566973284	0.004049407393558908	0.32460417662626584
5	-3.4489650165890096	5.239034442101156	-1.835638874952926	0.3995712957836228	1.000000009953991	-0.00018469594613522786	0.002331342283473573	0.389525011951519
6	-3.4557551326723255	5.213998388438745	-1.8356405860620937	0.464492131772624	1.0000000099524902	-3.334325766304034e-05	0.0009120886727105273	0.4544458472767722
7	-3.4636485309878116	5.184894584780679	-1.835640945159657	0.5294129677583553	1.0000000099508881	2.587030086002855e-05	-9.719953182528092e-05	0.5193666826020253
8	-3.4726451806078287	5.15172302273917	-1.835640627602341	0.5943338037417102	1.0000000099491744	1.9560026060707787e-05	-0.0006135828269828481	0.5842875179272785
9	-3.4827450592556124	5.114483696272573	-1.8356403580606622	0.6592546397232436	1.0000000099473365	-2.0274283608248996e-05	-0.0005222780886066852	0.6492083532525317
10	-3.493948166331022	5.0731766052182445	-1.8356406679629484	0.7241754757033219	1.0000000099453608	-5.418101339267159e-05	0.0005288352725485123	0.7141291885777848
11	-3.5062545259333535	5.027801756112382	-1.8356415777023511	0.7890963116821981	1.0000000099432311	-1.9848585749364255e-05	0.0032747360387148853	0.779050023903038
12	-3.5196641702413105	4.97835915768245	-1.8356419408520175	0.8540171476600524	1.0000000099409287	0.0001927500133537167	0.0024398890783785296	0.8439708592282912
13	-3.534177077407861	4.924848804003268	-1.8356381241603132	0.9189379836370164	1.0000000099384314	0.0003511496504230129	-0.009800838515085088	0.9088916945535443
14	-3.5497930097199046	4.867270630603563	-1.8356306423872815	0.9838588196131863	1.000000009935714	-0.00028512897286422483	0.002724600254049582	0.9738125298787975
15	-3.5665117101886743	4.805624567787038	-1.8356371466820123	1.048779655588634	1.0000000099327455	-0.000108245648443929	0.0016770812226243347	1.0387333652040507
16	-3.584334037023196	4.7399108483072645	-1.8356397788934395	1.1137004915634112	1.0000000099294895	6.318654371397203e-07	0.00022010792668046878	1.103654200529304
17	-3.603259772939207	4.670129413235922	-1.8356397625772374	1.178621327537555	1.000000009925902	1.4921455898945362e-05	-5.1630135173531614e-05	1.1685750358545572
18	-3.6232887437594155	4.596280215333894	-1.835639354810719	1.2435421635110888	1.0000000099219304	1.1569584395523984e-05	0.00025104162354322906	1.2334958711798105
19	-3.6444209188504506	4.518363246293015	-1.8356390212273876	1.3084629994840253	1.0000000099175086	2.7867416297358184e-05	-0.0005840764085469947	1.2984167065050638
20	-3.6666563009767925	4.436378506863103	-1.8356381757846079	1.373383835456367	1.0000000099125559	-1.0051312039286516e-05	5.681616367009114e-05	1.363337541830317
21	-3.6899948433777596	4.350325984362097	-1.8356384958515015	1.4383046714281056	1.0000000099069704	-6.362759233847867e-06	0.00011816822014817624	1.4282583771555704
22	-3.7144366442112733	4.260205705411758	-1.8356387080402976	1.5032255073992227	1.0000000099006228	1.3088203270701727e-06	-4.1944826384382226e-05	1.4931792124808236
23	-3.739981695920409	4.166017667962596	-1.8356386624229286	1.5681463433696876	1.0000000098933455	-1.4142728393766167e-06	-7.903816395220896e-05	1.558100047806077
24	-3.7666299749004706	4.06776186561275	-1.8356387138445607	1.6330671793394564	1.000000009884918	-6.5454964657283175e-06	0.00013105368193462613	1.6230208831313302
25	-3.7943814907097018	3.9654383009545895	-1.8356389616853088	1.6979880153084692	1.0000000098750448	1.962618037917657e-06	-0.0003925979621336444	1.6879417184565835
26	-3.823236264663721	3.859046979769248	-1.8356388844178775	1.7629088512766435	1.0000000098633182	-2.3525169610790652e-05	0.0001519551254912948	1.7528625537818368
27	-3.8531942628676767	3.7485878928640424	-1.8356398460051124	1.8278296872438695	1.0000000098491626	-1.3660115931942141e-05	0.0038942355786799163	1.81778338910709
28	-3.88425560366968	3.6340610723367006	-1.8356404249219485	1.8927505232099988	1.0000000098317365	0.00023915691078927868	0.013134036440386633	1.8827042244323433
29	-3.9164202495100735	3.515466508000647	-1.8356299294400005	1.9576713591748265	1.0000000098097577	0.0010918295276914941	-0.0066206716138772475	1.9476250597575966
30	-3.949686846685274	3.3928038327182852	-1.835580370630774	2.0225921951380643	1.0000000097811745	0.0006620099961043918	-0.21999862825502933	2.01254589508285
31	-3.984050359251802	3.2660716808962476	-1.8355493251059851	2.087513031099288	1.000000009742484	-0.013620484720621957	-0.4998029701191059	2.077466730408103
32	-4.019512805495489	3.1352706000236794	-1.836208612366636	2.1524338670578467	1.0000000096871724	-0.046068111038796856	0.499842529755297	2.1423875657333564
33	-4.05616702932191	3.0004257932282226	-1.8385093318588732	2.2173547030126652	1.0000000096089652	-0.013617916475995261	0.22345148753456792	2.2073084010586097
34	-4.094246300149505	2.861601094368439	-1.8392094942075248	2.28227553896227	1.0000000094786194	0.0008887407494192857	-0.0002606708926565437	2.272229236383863
35	-4.133540511265403	2.7187392928515717	-1.8391624648169396	2.3471963749032785	1.0000000092179264	0.0008718177773230427	-0.011578344638591417	2.3371500717091163
36	-4.173945562317833	2.571811792593399	-1.8391150186290723	2.41211721082723	1.0000000084358374	0.00012014197170202121	-0.0020919362552572207	2.4020709070343695
37	-4.215461008042667	2.4208184715002123	-1.8391082994033248	2.477038046700276	0.353691970892527	-1.5668277436459633e-05	4.696740137077026e-05	2.466991742359623
38	-4.258092777768826	2.2657609600194784	-1.8391091992737902	2.500000024898454	1.880411332584839e-14	-1.2619114506412789e-05	8.743743820957842e-05	2.531912577684876
39	-4.301119881994365	2.1092661144231304	-1.839109930741168	2.500000024898455	1.8378830460327767e-15	-6.9426029791467605e-06	0.00033012211612283094	2.5968334130101294
40	-4.3441471006907655	1.9527713002997467	-1.8391103331693726	2.500000024898455	-1.9407565684961631e-16	1.4489200558887638e-05	-0.00025113460940652586	2.6617542483353827
41	-4.387174382365091	1.7962765034917423	-1.8391094933023968	2.500000024898455	-1.936769828734287e-15	-1.8146680628652003e-06	-0.00033147524661565186	2.726675083660636
42	-4.430201532604588	1.6397816705466	-1.8391095984896895	2.500000024898455	2.53124787505167e-16	-2.3334317962797615e-05	0.0007864324351002771	2.791595918985889
43	-4.473228699305354	1.4832868421273682	-1.8391109510641797	2.500000024898455	2.2190433068446188e-15	2.772153265078531e-05	-0.00032965166407633714	2.8565167543111425
44	-4.516256077676993	1.3267920719057276	-1.8391093441846487	2.500000024898455	-2.5835399130041103e-15	6.320271252589762e-06	-0.000779075052484072	2.9214375896363958
45	-4.559283204580333	1.1702972325444754	-1.8391089778299228	2.500000024898455	-2.6957962867143265e-15	-4.4257931935741624e-05	0.0011904280809558402	2.986358424961649
46	-4.602310274151047	1.0138023774200422	-1.8391115432423704	2.500000024898455	-1.2349411303662935e-15	3.302565347454961e-05	-0.00011557887738403206	3.0512792602869023
47	-4.645337745195468	0.8573076326783041	-1.8391096289093054	2.500000024898455	2.214691352722397e-15	2.5522176208823256e-05	-0.0013252710843767064	3.1162000956121556
48	-4.688364916656746	0.7008128055679421	-1.8391081495155415	2.500000024898455	-2.9739109329847973e-15	-6.0515529621316556e-05	0.0011503112429455343	3.181120930937409
49	-4.7313918566005055	0.5443179148036223	-1.8391116573001638	2.500000024898455	-2.263295790041181e-15	1.4163637154737765e-05	0.000812180768138247	3.246041766262662
50	-4.774419345494372	0.3878231749695036	-1.8391108363044812	2.500000024898455	1.4606035378400636e-15	6.689109105737854e-05	-0.002041480388424217	3.3109626015879154
51	-4.817446705906718	0.23132839981005493	-1.8391069589602338	2.500000024898455	-1.1295149005080891e-15	-6.564352105924383e-05	0.00023959048146445156	3.3758834369131687
52	-4.860473459534624	0.07483345781989431	-1.8391107639890458	2.500000024898455	1.6033865033048918e-15	-5.0089106866592027e-05	0.002971783423647672	3.440804272238422
