	x	y	theta	v	a	sigma	omega	t
0	14.1500053800437	15.1672348741372	1.1622001512993858	-9.981777863531316e-09	-1.0000000098367952	0.7457708266000429	0.03604058879362469	0.11734489502815554
1	14.150005379562193	15.167234873053332	1.1622001509023845	-0.2267851330513931	-1.0000000098280575	0.7500000057087838	1.1487306193081718e-08	0.23468979005631108
2	14.13943183002604	15.142813515047065	1.1533459660359033	-0.3441300295998609	-1.0000000098183575	0.7500000070567605	5.321645535512899e-09	0.3520346850844666
3	14.12305975167432	15.105899383919809	1.1399103811449793	-0.4614749259587352	-1.0000000098075257	0.7500000076812284	2.8400378721964924e-09	0.46937958011262215
4	14.100441878667889	15.056697337908323	1.1218933962385191	-0.5788198222533281	-1.0000000097953505	0.7500000080144924	1.5286826907205342e-09	0.5867244751407776
5	14.070965459094076	14.995505199362729	1.0992950113208693	-0.6961647185148306	-1.0000000097815631	0.7500000081938756	6.782182865326305e-10	0.7040693701689331
6	14.033859251101926	14.92272738534137	1.0721152263956792	-0.8135096147555824	-1.0000000097658168	0.750000008273461	-9.796047400480011e-12	0.8214142651970886
7	13.988203244392386	14.83889201198277	1.0403540414668915	-0.9308545109816077	-1.0000000097476578	0.7500000082723115	-6.971699705682775e-10	0.9387591602252441
8	13.932941641495288	14.744671143569594	1.0040114565395513	-1.0481994071961875	-1.0000000097264787	0.7500000081905022	-1.5466790055957097e-09	1.0561040552533996
9	13.866899724872344	14.640903739210803	0.9630874716207697	-1.1655443034011854	-1.0000000097014485	0.7500000080090072	-0.02008421615547545	1.173448950281555
10	13.788805307754306	14.528620707243853	0.9175820867215192	-1.2828891995976184	-1.0000000096714088	0.7476432277725202	-0.4999999901411381	1.2907938453097105
11	13.697315512142357	14.409071307494518	0.8677314637306289	-1.4002340957859185	-1.0000000096348718	0.6889707814150148	-0.4999999984601464	1.408138740337866
12	13.591079227781897	14.283724851101276	0.819400329139491	-1.517578991966072	-1.000000009589353	0.630298334081089	-0.5000000009419634	1.5254836353660215
13	13.469511117707484	14.153595171334949	0.7729995267910053	-1.6349238881375674	-1.000000009530957	0.5716258864557864	-0.5000000018800864	1.642828530394177
14	13.332181192177563	14.01962911843474	0.7289244066171919	-1.7522687842992954	-1.0000000094531987	0.51295343872032	-0.5000000020969216	1.7601734254223325
15	13.178811184729467	13.882672404258408	0.6875623204603036	-1.8696136804492858	-1.000000009344414	0.4542809909593878	-0.5000000018155817	1.877518320450488
16	13.00926789569358	13.743435631146838	0.6492987360140544	-1.986958576584126	-1.000000009181283	0.3956085432314967	-0.5000000010538224	1.9948632154786434
17	12.823554532405547	13.602460903714125	0.6145224775078977	-2.1043034726976093	-1.0000000089094034	0.3369360955930592	-0.49999999969182246	2.112208110506799
18	12.6218012526486	13.460089282405773	0.5836304520775304	-2.221648368777101	-1.0000000083655813	0.27826364811453796	-0.49999999743101414	2.229553005534955
19	12.404256313348046	13.316429206769264	0.5570321301726259	-2.3389932647907776	-1.0000000067338644	0.2195912009014201	-0.49999999362953135	2.3468979005631105
20	12.171279445663611	13.171325910109273	0.5351539950772309	-2.4563381606110366	-0.3720814952857259	0.1609187541345024	-0.49999998683445585	2.4642427955912662
21	11.923339330209258	13.024331786154246	0.5184441483916952	-2.5000000246172593	-3.229010756423376e-12	0.10224630816506416	-0.49999997382391387	2.581587690619422
22	11.668527469491078	12.87896218900496	0.5076940871893062	-2.500000024617638	-2.112769878644507e-12	0.043573863722443665	-0.4999999455936897	2.6989325856475777
23	11.412167630179354	12.736340181845822	0.5031258648072567	-2.5000000246178864	-1.236023646916863e-12	-0.015098577407428404	-0.4999998683880663	2.8162774806757334
24	11.15515893902642	12.594890767531354	0.5047078966323361	-2.5000000246180316	-6.13357255899766e-13	-0.07377100947756182	-0.499999531548793	2.933622375703889
25	10.898374346878978	12.453034934469288	0.5124511014017247	-2.5000000246181036	-3.0389487823872544e-13	-0.13244340202129498	0.08239925977555745	3.0509672707320448
26	10.642695860524958	12.309195038217299	0.5264092016108184	-2.5000000246181395	-1.7047372374939992e-11	-0.1227742695325345	0.49999658566154237	3.1683121657602005
27	10.389049946994952	12.161800483746672	0.5393375594576071	-2.5000000246201397	-1.0237311076660707e-13	-0.06410222267364277	0.4999907612396254	3.285657060788356
28	10.137330747128958	12.01113911325941	0.546062906414861	-2.5000000246201517	5.849633405564839e-15	-0.005430859280930634	-0.41631382151926616	3.403001955816512
29	9.886630482259198	11.85878826379507	0.5466319152398367	-2.500000024620151	-1.1195713266719612e-13	-0.054283160965879214	-0.18791558566193456	3.5203468508446676
30	9.636016946947334	11.706294788338699	0.5523248758385417	-2.500000024620164	3.3673084263477267e-13	-0.07633409563953332	0.499998271883208	3.6376917458728233
31	9.386275607449747	11.55237705874194	0.5603381393627752	-2.500000024620125	7.747006979770746e-13	-0.017661850911135497	0.4999995886169217	3.755036640900979
32	9.137775656282221	11.396463049082763	0.5621888032830759	-2.500000024620034	1.0126879118512473e-12	0.04101054832925298	0.49999982976020435	3.8723815359291347
33	8.889564674933021	11.240089416791625	0.5578896262509576	-2.5000000246199154	9.184266056063909e-13	0.09968297586659448	0.49999990779834097	3.9897264309572904
34	8.640683711555152	11.084784329282057	0.5474108876765996	-2.5000000246198075	3.614817862603066e-13	0.15835541256133942	0.49999993991035485	4.107071325985446
35	8.39018904048137	10.932095679075545	0.5306795496953167	-2.5000000246197653	-8.247282069175533e-13	0.2170278530242933	0.49999995323754415	4.224416221013602
36	8.137174863815128	10.783619315488084	0.5075771984501672	-2.500000024619862	-2.8528324916476862e-12	0.27570029505114574	0.49999995375117223	4.3417611160417575
37	7.880798355347797	10.64102727488145	0.4779366310927018	-2.500000024620197	-5.972529835675765e-12	0.3343727371382708	0.4999999255960313	4.459106011069913
38	7.620308569987088	10.506095900245992	0.44153687413276627	-2.5000000246208978	4.0428791725189786e-10	0.39304517592149674	-0.4999997700908508	4.576450906098069
39	7.3550809477966235	10.380733575102013	0.3980963074589811	-2.500000024573456	-2.064395013745091e-12	0.3343727553860579	-0.49999991840721136	4.693795801126225
40	7.084659441683586	10.267007530743237	0.36169654835706094	-2.5000000245736986	-2.2186535661028923e-12	0.27570031744640905	-0.4999999266368902	4.81114069615438
41	6.810278375703056	10.163197922491467	0.33205597846587814	-2.500000024573959	-1.9653371626938516e-12	0.21702787854104272	-0.4999999101522732	4.928485591182536
42	6.532941306061752	10.067565532911278	0.30895362441764274	-2.5000000245741894	-1.487695505895047e-12	0.15835544157007442	-0.4999998635683946	5.045830486210692
